Airline,Source,Destination,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Month_of_Journey,Day_of_Journey,Duration_min
IndiGo,Kolkata,Banglore,20,23,0.0,No Info,4148,March,Tuesday,160
SpiceJet,Banglore,Delhi,21,0,0.0,No Info,3971,May,Friday,175
Air Asia,Kolkata,Banglore,7,23,1.0,No Info,5192,May,Monday,235
Jet Airways,Delhi,Cochin,13,12,2.0,No Info,9483,April,Tuesday,670
Jet Airways,Delhi,Cochin,11,19,2.0,No Info,18804,June,Monday,440
Air India,Delhi,Cochin,5,8,0.0,No Info,5201,June,Tuesday,170
Jet Airways,Delhi,Cochin,11,19,1.0,No Info,16079,May,Monday,450
Jet Airways,Banglore,Delhi,19,22,0.0,In-flight meal not included,7229,June,Saturday,180
Multiple carriers,Delhi,Cochin,17,1,1.0,No Info,6795,May,Monday,465
Jet Airways,Kolkata,Banglore,9,10,1.0,No Info,10953,May,Thursday,800
Multiple carriers,Delhi,Cochin,15,1,2.0,No Info,15965,June,Monday,625
Air India,Delhi,Cochin,12,19,2.0,No Info,9968,April,Tuesday,1100
IndiGo,Kolkata,Banglore,22,0,0.0,No Info,4804,June,Thursday,155
Jet Airways,Delhi,Cochin,10,19,1.0,No Info,16079,May,Monday,540
Jet Airways,Delhi,Cochin,21,12,2.0,In-flight meal not included,11507,June,Wednesday,190
Air India,Kolkata,Banglore,9,13,2.0,No Info,11542,June,Sunday,980
Jet Airways,Banglore,Delhi,17,20,0.0,No Info,7229,April,Wednesday,180
Jet Airways,Banglore,Delhi,6,8,0.0,In-flight meal not included,4544,April,Saturday,165
IndiGo,Delhi,Cochin,5,10,1.0,No Info,6496,May,Wednesday,295
IndiGo,Kolkata,Banglore,21,0,0.0,No Info,4804,June,Saturday,160
Air India,Banglore,New Delhi,11,9,1.0,No Info,13439,March,Friday,610
Jet Airways,Delhi,Cochin,18,4,1.0,In-flight meal not included,6540,March,Wednesday,610
IndiGo,Banglore,Delhi,23,2,0.0,No Info,4591,June,Saturday,170
IndiGo,Banglore,New Delhi,16,20,1.0,No Info,4437,March,Monday,260
Air Asia,Delhi,Cochin,20,7,1.0,No Info,6151,March,Thursday,660
Jet Airways,Banglore,Delhi,17,20,0.0,In-flight meal not included,7754,June,Friday,180
Jet Airways,Delhi,Cochin,14,12,1.0,In-flight meal not included,10262,June,Monday,635
Jet Airways,Banglore,Delhi,18,22,0.0,No Info,8016,June,Sunday,185
SpiceJet,Kolkata,Banglore,6,9,0.0,In-flight meal not included,4781,March,Sunday,160
Vistara,Banglore,Delhi,11,14,0.0,No Info,4668,June,Thursday,170
Air India,Banglore,New Delhi,11,8,1.0,No Info,14594,March,Wednesday,545
Jet Airways,Kolkata,Banglore,16,4,1.0,No Info,14231,March,Sunday,710
Air India,Delhi,Cochin,5,6,1.0,No Info,8425,May,Wednesday,815
Multiple carriers,Delhi,Cochin,7,22,1.0,No Info,9646,June,Wednesday,205
IndiGo,Chennai,Kolkata,14,17,0.0,No Info,7295,March,Sunday,145
Air Asia,Kolkata,Banglore,6,10,1.0,No Info,5162,April,Tuesday,220
IndiGo,Banglore,New Delhi,18,21,0.0,No Info,6860,March,Saturday,175
Vistara,Delhi,Cochin,6,9,0.0,No Info,6216,April,Monday,190
Air Asia,Kolkata,Banglore,7,19,1.0,No Info,5192,May,Friday,710
IndiGo,Banglore,Delhi,20,22,0.0,No Info,4823,April,Tuesday,170
SpiceJet,Banglore,Delhi,9,12,0.0,In-flight meal not included,3919,April,Wednesday,170
IndiGo,Mumbai,Hyderabad,19,20,0.0,No Info,2754,June,Monday,90
Multiple carriers,Delhi,Cochin,7,19,1.0,No Info,9315,May,Thursday,690
Multiple carriers,Delhi,Cochin,10,18,1.0,No Info,11667,March,Wednesday,530
Jet Airways,Kolkata,Banglore,8,4,1.0,In-flight meal not included,6224,June,Wednesday,495
Air India,Kolkata,Banglore,9,5,2.0,No Info,13349,March,Sunday,490
Jet Airways,Banglore,New Delhi,16,9,1.0,In-flight meal not included,11087,March,Monday,245
Multiple carriers,Delhi,Cochin,13,1,1.0,No Info,15603,March,Wednesday,755
Jet Airways,Delhi,Cochin,19,12,2.0,No Info,15129,May,Thursday,305
IndiGo,Banglore,Delhi,16,19,0.0,No Info,4823,April,Tuesday,180
Vistara,Kolkata,Banglore,7,22,1.0,No Info,8452,May,Wednesday,210
Multiple carriers,Delhi,Cochin,7,19,1.0,No Info,12524,June,Thursday,690
SpiceJet,Chennai,Kolkata,17,20,0.0,No Info,3384,March,Wednesday,140
Jet Airways,Delhi,Cochin,19,19,1.0,In-flight meal not included,10262,June,Saturday,705
SpiceJet,Mumbai,Hyderabad,13,14,0.0,In-flight meal not included,1965,June,Tuesday,90
IndiGo,Kolkata,Banglore,22,0,0.0,No Info,4804,May,Saturday,155
Jet Airways,Delhi,Cochin,18,19,1.0,No Info,16079,May,Monday,765
Jet Airways,Delhi,Cochin,21,19,2.0,No Info,13292,June,Saturday,575
Air Asia,Delhi,Cochin,7,13,1.0,No Info,6751,May,Thursday,330
Air India,Delhi,Cochin,7,19,1.0,No Info,8669,May,Wednesday,735
IndiGo,Delhi,Cochin,17,1,1.0,No Info,14871,March,Sunday,485
Jet Airways,Delhi,Cochin,14,19,1.0,In-flight meal not included,12898,May,Tuesday,300
SpiceJet,Banglore,Delhi,9,12,0.0,In-flight meal not included,3919,June,Thursday,170
Multiple carriers,Delhi,Cochin,12,19,1.0,No Info,8450,March,Friday,385
IndiGo,Chennai,Kolkata,19,21,0.0,No Info,3597,June,Monday,140
Air India,Banglore,New Delhi,17,19,0.0,No Info,10741,March,Saturday,165
Air India,Kolkata,Banglore,16,5,2.0,No Info,11432,June,Thursday,765
Jet Airways,Banglore,New Delhi,18,10,1.0,In-flight meal not included,11087,March,Tuesday,230
Jet Airways,Delhi,Cochin,9,12,2.0,No Info,13292,June,Monday,900
Air India,Delhi,Cochin,5,7,1.0,No Info,10493,June,Saturday,865
GoAir,Banglore,New Delhi,7,10,0.0,No Info,7631,March,Saturday,175
Air India,Delhi,Cochin,6,7,2.0,No Info,13381,June,Thursday,770
Jet Airways,Kolkata,Banglore,20,4,1.0,No Info,13731,June,Thursday,520
Air India,Delhi,Cochin,5,7,2.0,No Info,11911,May,Tuesday,825
IndiGo,Banglore,Delhi,23,2,0.0,No Info,4591,April,Thursday,170
Multiple carriers,Delhi,Cochin,13,19,1.0,No Info,14848,June,Monday,375
Multiple carriers,Delhi,Cochin,8,19,1.0,No Info,8266,June,Wednesday,630
Air India,Delhi,Cochin,17,19,2.0,No Info,12392,May,Saturday,840
Jet Airways,Kolkata,Banglore,18,12,1.0,No Info,13044,June,Wednesday,305
Jet Airways,Delhi,Cochin,7,4,1.0,In-flight meal not included,12898,May,Tuesday,560
Jet Airways,Delhi,Cochin,22,4,1.0,No Info,12242,March,Thursday,335
IndiGo,Banglore,Delhi,10,13,0.0,No Info,3943,May,Saturday,170
Vistara,Kolkata,Banglore,20,22,1.0,No Info,11105,March,Sunday,830
Jet Airways,Kolkata,Banglore,21,9,1.0,No Info,14388,May,Sunday,730
Jet Airways,Delhi,Cochin,19,12,2.0,No Info,13014,May,Saturday,305
Multiple carriers,Delhi,Cochin,10,18,1.0,No Info,15411,March,Wednesday,510
Jet Airways,Delhi,Cochin,19,18,1.0,No Info,16289,March,Saturday,665
IndiGo,Delhi,Cochin,6,16,1.0,No Info,6442,May,Wednesday,560
Jet Airways,Kolkata,Banglore,8,16,1.0,In-flight meal not included,10844,May,Saturday,475
Jet Airways,Mumbai,Hyderabad,10,11,0.0,No Info,5678,May,Saturday,90
IndiGo,Banglore,Delhi,23,2,0.0,No Info,6906,April,Friday,170
SpiceJet,Chennai,Kolkata,9,12,0.0,In-flight meal not included,3543,May,Tuesday,135
Jet Airways,Delhi,Cochin,9,19,1.0,No Info,14714,June,Thursday,600
Vistara,Banglore,New Delhi,16,18,0.0,No Info,11793,March,Sunday,155
Multiple carriers,Delhi,Cochin,11,19,1.0,No Info,14323,May,Wednesday,465
SpiceJet,Banglore,Delhi,21,0,0.0,No Info,3971,April,Tuesday,175
Vistara,Kolkata,Banglore,20,22,1.0,No Info,8452,May,Monday,860
Vistara,Banglore,Delhi,7,9,0.0,No Info,5403,April,Friday,160
Multiple carriers,Delhi,Cochin,10,21,1.0,No Info,13727,May,Thursday,660
Air India,Kolkata,Banglore,10,5,2.0,No Info,12639,April,Monday,445
Jet Airways,Banglore,Delhi,15,18,0.0,In-flight meal not included,5198,April,Thursday,175
Vistara,Banglore,Delhi,19,22,0.0,No Info,4878,June,Saturday,165
Jet Airways,Delhi,Cochin,19,19,1.0,In-flight meal not included,12373,May,Saturday,675
Multiple carriers,Delhi,Cochin,7,16,1.0,In-flight meal not included,8552,March,Sunday,540
Vistara,Delhi,Cochin,14,17,0.0,No Info,6741,April,Sunday,190
Multiple carriers,Delhi,Cochin,12,19,1.0,No Info,6481,April,Tuesday,385
Multiple carriers,Delhi,Cochin,10,19,1.0,No Info,7354,June,Thursday,520
Air India,Banglore,Delhi,21,23,0.0,No Info,5228,April,Sunday,170
Jet Airways,Kolkata,Banglore,8,20,1.0,In-flight meal not included,10844,May,Sunday,740
IndiGo,Delhi,Cochin,6,12,1.0,No Info,6347,May,Saturday,320
Air India,Banglore,New Delhi,8,12,1.0,No Info,5013,March,Friday,240
Jet Airways,Kolkata,Banglore,18,4,1.0,In-flight meal not included,9663,June,Sunday,585
IndiGo,Banglore,Delhi,18,21,0.0,No Info,4823,April,Saturday,175
Air India,Delhi,Cochin,16,19,2.0,No Info,13381,June,Monday,860
SpiceJet,Chennai,Kolkata,9,12,0.0,In-flight meal not included,3543,June,Saturday,135
Jet Airways,Kolkata,Banglore,18,4,1.0,In-flight meal not included,9663,May,Wednesday,585
Jet Airways,Kolkata,Banglore,18,19,1.0,In-flight meal not included,7064,April,Monday,775
Jet Airways,Delhi,Cochin,7,19,1.0,In-flight meal not included,10262,June,Sunday,715
Air India,Delhi,Cochin,10,19,2.0,No Info,13013,June,Saturday,500
Jet Airways,Delhi,Cochin,19,12,2.0,No Info,15339,June,Thursday,325
GoAir,Banglore,Delhi,11,14,0.0,No Info,4937,April,Thursday,170
IndiGo,Delhi,Cochin,5,12,1.0,No Info,6818,June,Thursday,425
Air India,Delhi,Cochin,22,19,2.0,No Info,10441,May,Saturday,555
Jet Airways,Delhi,Cochin,14,19,1.0,In-flight meal not included,5177,April,Wednesday,300
IndiGo,Chennai,Kolkata,11,14,0.0,No Info,3858,June,Thursday,145
IndiGo,Kolkata,Banglore,21,2,1.0,No Info,6534,May,Saturday,315
Multiple carriers,Delhi,Cochin,10,1,1.0,No Info,6795,June,Saturday,190
Multiple carriers,Delhi,Cochin,7,19,1.0,No Info,9736,June,Monday,705
Jet Airways,Banglore,Delhi,19,22,0.0,No Info,7229,May,Wednesday,180
SpiceJet,Delhi,Cochin,17,22,1.0,No Info,4957,April,Wednesday,295
IndiGo,Banglore,New Delhi,6,8,0.0,No Info,7648,March,Saturday,165
SpiceJet,Kolkata,Banglore,14,17,0.0,No Info,3873,June,Saturday,150
Jet Airways,Kolkata,Banglore,18,4,1.0,No Info,14388,May,Sunday,585
IndiGo,Kolkata,Banglore,17,19,0.0,No Info,5618,March,Wednesday,160
Multiple carriers,Delhi,Cochin,19,1,1.0,No Info,7408,June,Sunday,390
Air Asia,Delhi,Cochin,16,22,1.0,No Info,13774,March,Sunday,330
Vistara,Banglore,Delhi,7,9,0.0,No Info,4668,May,Friday,160
Jet Airways,Delhi,Cochin,18,4,2.0,No Info,13082,March,Thursday,335
Air India,Delhi,Cochin,3,19,1.0,No Info,8669,June,Monday,205
IndiGo,Delhi,Cochin,16,1,1.0,No Info,6316,June,Monday,570
Jet Airways,Delhi,Cochin,22,4,1.0,In-flight meal not included,12583,March,Wednesday,365
Vistara,Banglore,New Delhi,16,18,0.0,No Info,7923,March,Saturday,160
GoAir,Delhi,Cochin,7,12,1.0,No Info,7378,March,Sunday,350
Vistara,Banglore,Delhi,19,22,0.0,No Info,4878,June,Monday,165
Jet Airways,Kolkata,Banglore,16,19,1.0,In-flight meal not included,10844,May,Saturday,920
Jet Airways,Banglore,Delhi,8,11,0.0,No Info,7229,April,Wednesday,180
SpiceJet,Delhi,Cochin,6,11,1.0,No Info,6297,May,Tuesday,315
Jet Airways,Kolkata,Banglore,20,12,1.0,In-flight meal not included,8529,June,Wednesday,240
Multiple carriers,Delhi,Cochin,14,21,1.0,No Info,13727,May,Saturday,420
SpiceJet,Kolkata,Banglore,8,17,1.0,No Info,6643,May,Friday,520
Multiple carriers,Delhi,Cochin,10,19,1.0,No Info,10197,May,Thursday,540
SpiceJet,Kolkata,Banglore,22,0,0.0,No Info,4911,April,Sunday,140
IndiGo,Chennai,Kolkata,5,7,0.0,No Info,6482,March,Wednesday,140
Jet Airways,Banglore,New Delhi,8,15,1.0,No Info,8450,March,Friday,380
IndiGo,Kolkata,Banglore,19,23,1.0,No Info,3717,May,Saturday,265
IndiGo,Chennai,Kolkata,13,15,0.0,No Info,3597,June,Saturday,140
Air India,Banglore,New Delhi,11,22,2.0,No Info,10846,March,Monday,665
Air India,Banglore,New Delhi,5,22,1.0,No Info,14069,March,Friday,295
Jet Airways,Delhi,Cochin,22,12,1.0,In-flight meal not included,5177,April,Monday,105
Air India,Delhi,Cochin,5,7,2.0,No Info,14641,March,Wednesday,825
IndiGo,Delhi,Cochin,8,22,1.0,No Info,6442,June,Thursday,115
Air India,Delhi,Cochin,17,23,1.0,No Info,5704,March,Thursday,315
Jet Airways,Kolkata,Banglore,14,9,1.0,In-flight meal not included,9663,May,Monday,435
Jet Airways,Delhi,Cochin,20,4,1.0,No Info,14714,June,Thursday,450
Jet Airways,Delhi,Cochin,10,19,1.0,In-flight meal not included,5406,April,Monday,540
Vistara,Kolkata,Banglore,20,20,1.0,No Info,8610,May,Wednesday,720
Jet Airways,Delhi,Cochin,18,12,2.0,No Info,14237,June,Wednesday,370
IndiGo,Banglore,Delhi,7,10,0.0,No Info,4823,June,Sunday,175
IndiGo,Mumbai,Hyderabad,20,21,0.0,No Info,2227,March,Wednesday,90
Jet Airways,Delhi,Cochin,7,4,1.0,In-flight meal not included,12373,May,Saturday,560
Air India,Delhi,Cochin,13,19,1.0,No Info,8372,June,Thursday,375
Jet Airways,Delhi,Cochin,13,4,1.0,No Info,17024,March,Sunday,150
Air India,Mumbai,Hyderabad,21,22,0.0,No Info,3100,May,Monday,80
Jet Airways,Delhi,Cochin,6,19,1.0,In-flight meal not included,14053,March,Saturday,775
IndiGo,Chennai,Kolkata,5,7,0.0,No Info,3540,May,Thursday,145
Vistara,Kolkata,Banglore,20,18,1.0,No Info,9345,May,Tuesday,630
Jet Airways,Delhi,Cochin,5,4,2.0,In-flight meal not included,10368,June,Saturday,655
Jet Airways,Banglore,New Delhi,7,12,1.0,No Info,8450,March,Friday,325
SpiceJet,Mumbai,Hyderabad,8,10,0.0,No Info,5755,March,Saturday,85
Jet Airways,Banglore,New Delhi,8,16,1.0,In-flight meal not included,7832,March,Thursday,435
Jet Airways,Kolkata,Banglore,8,20,1.0,No Info,14388,May,Monday,740
Air India,Delhi,Cochin,13,9,2.0,No Info,8839,June,Thursday,490
Air India,Delhi,Cochin,22,19,2.0,No Info,22096,March,Sunday,555
Vistara,Chennai,Kolkata,7,9,0.0,No Info,3687,May,Monday,135
Multiple carriers,Delhi,Cochin,8,19,1.0,No Info,9627,May,Wednesday,630
Multiple carriers,Delhi,Cochin,11,1,1.0,No Info,13542,March,Thursday,125
IndiGo,Delhi,Cochin,4,21,2.0,No Info,8899,March,Sunday,265
SpiceJet,Delhi,Cochin,6,11,1.0,No Info,5583,April,Sunday,315
Air Asia,Delhi,Cochin,16,6,1.0,No Info,6752,May,Monday,110
SpiceJet,Chennai,Kolkata,8,10,0.0,In-flight meal not included,3543,May,Tuesday,135
Jet Airways,Banglore,New Delhi,8,15,1.0,In-flight meal not included,7832,March,Thursday,435
Air India,Kolkata,Banglore,5,8,2.0,No Info,10991,May,Wednesday,905
Jet Airways,Delhi,Cochin,9,12,1.0,In-flight meal not included,12898,May,Monday,935
Jet Airways,Delhi,Cochin,14,19,1.0,In-flight meal not included,12898,May,Monday,300
GoAir,Banglore,Delhi,11,14,0.0,No Info,3398,May,Friday,170
Air India,Delhi,Cochin,5,8,0.0,No Info,5201,April,Wednesday,170
Air India,Kolkata,Banglore,10,1,2.0,No Info,13873,May,Monday,200
Air India,Delhi,Cochin,17,23,1.0,No Info,7384,June,Saturday,320
Jet Airways,Delhi,Cochin,18,4,1.0,In-flight meal not included,10262,June,Thursday,610
Jet Airways,Kolkata,Banglore,8,12,1.0,In-flight meal not included,10031,March,Sunday,935
Jet Airways,Kolkata,Banglore,9,19,1.0,In-flight meal not included,12384,May,Monday,575
Jet Airways,Kolkata,Banglore,14,18,1.0,In-flight meal not included,7757,May,Thursday,970
Jet Airways,Banglore,New Delhi,21,11,1.0,No Info,17261,March,Wednesday,120
SpiceJet,Chennai,Kolkata,9,12,0.0,No Info,7298,March,Friday,155
Jet Airways,Banglore,Delhi,15,18,0.0,No Info,7229,April,Saturday,175
IndiGo,Kolkata,Banglore,4,7,0.0,No Info,4174,April,Monday,155
IndiGo,Kolkata,Banglore,17,22,1.0,No Info,5699,May,Saturday,280
Air India,Kolkata,Banglore,14,16,0.0,No Info,4880,April,Wednesday,150
Air India,Delhi,Cochin,8,19,1.0,No Info,15284,March,Wednesday,675
Jet Airways,Kolkata,Banglore,8,16,1.0,No Info,13759,March,Sunday,475
Vistara,Kolkata,Banglore,9,18,1.0,No Info,16092,March,Sunday,530
IndiGo,Mumbai,Hyderabad,6,7,0.0,No Info,4392,March,Saturday,85
Jet Airways,Delhi,Cochin,20,12,1.0,In-flight meal not included,10262,June,Monday,220
SpiceJet,Kolkata,Banglore,6,9,0.0,In-flight meal not included,3841,June,Wednesday,155
GoAir,Banglore,Delhi,7,10,0.0,No Info,5048,June,Saturday,175
Air India,Kolkata,Banglore,7,20,1.0,No Info,11096,May,Tuesday,85
IndiGo,Delhi,Cochin,7,12,1.0,No Info,5073,April,Wednesday,275
Jet Airways,Delhi,Cochin,9,4,1.0,No Info,19828,March,Sunday,390
Vistara,Chennai,Kolkata,7,9,0.0,No Info,3739,March,Thursday,135
Air India,Delhi,Cochin,5,19,2.0,No Info,10598,March,Saturday,335
Jet Airways,Banglore,Delhi,18,22,0.0,In-flight meal not included,7229,June,Saturday,185
Vistara,Kolkata,Banglore,17,18,1.0,No Info,8610,April,Monday,830
Vistara,Delhi,Cochin,14,17,0.0,No Info,6216,May,Thursday,190
Air India,Banglore,Delhi,13,16,0.0,No Info,6961,June,Sunday,170
Jet Airways,Kolkata,Banglore,9,21,1.0,In-flight meal not included,10703,May,Monday,690
Jet Airways,Kolkata,Banglore,17,23,1.0,No Info,14151,May,Wednesday,395
Jet Airways,Kolkata,Banglore,6,10,1.0,In-flight meal not included,8586,May,Thursday,935
IndiGo,Kolkata,Banglore,20,22,0.0,No Info,4488,April,Friday,155
Multiple carriers,Delhi,Cochin,18,1,1.0,No Info,7408,June,Saturday,450
Jet Airways,Delhi,Cochin,11,14,0.0,In-flight meal not included,5443,April,Thursday,195
Jet Airways,Kolkata,Banglore,9,19,1.0,In-flight meal not included,10539,June,Wednesday,575
Multiple carriers,Delhi,Cochin,13,1,1.0,No Info,7723,June,Saturday,750
Multiple carriers,Delhi,Cochin,7,18,1.0,No Info,15411,March,Wednesday,680
Jet Airways,Banglore,Delhi,7,10,0.0,No Info,7229,May,Tuesday,180
IndiGo,Kolkata,Banglore,20,22,0.0,No Info,4804,June,Friday,155
Jet Airways,Mumbai,Hyderabad,2,4,0.0,In-flight meal not included,4050,March,Sunday,90
Jet Airways,Kolkata,Banglore,17,19,1.0,No Info,14151,May,Saturday,850
SpiceJet,Delhi,Cochin,17,22,1.0,No Info,4957,April,Saturday,295
Air India,Banglore,New Delhi,21,23,0.0,No Info,7591,March,Sunday,165
Jet Airways,Kolkata,Banglore,13,22,1.0,In-flight meal not included,11134,March,Sunday,520
IndiGo,Delhi,Cochin,5,12,1.0,No Info,6600,May,Monday,425
Air India,Banglore,New Delhi,21,23,0.0,No Info,4966,March,Saturday,165
Air India,Delhi,Cochin,6,7,2.0,No Info,15481,June,Saturday,770
SpiceJet,Kolkata,Banglore,22,0,0.0,No Info,5515,March,Friday,140
Jet Airways,Delhi,Cochin,8,19,1.0,No Info,14714,June,Saturday,660
GoAir,Delhi,Cochin,10,19,1.0,No Info,4959,June,Saturday,540
Jet Airways,Banglore,Delhi,11,14,0.0,No Info,7229,April,Sunday,175
Air India,Delhi,Cochin,18,21,0.0,No Info,6094,May,Wednesday,185
Air Asia,Kolkata,Banglore,10,12,0.0,No Info,4409,April,Wednesday,155
Multiple carriers,Delhi,Cochin,6,19,1.0,No Info,9794,May,Saturday,60
Jet Airways,Mumbai,Hyderabad,2,4,0.0,No Info,5678,April,Wednesday,85
IndiGo,Delhi,Cochin,8,16,1.0,No Info,6442,June,Saturday,455
Vistara,Banglore,Delhi,7,9,0.0,No Info,4878,May,Saturday,160
Jet Airways,Kolkata,Banglore,21,10,1.0,In-flight meal not included,12446,March,Sunday,775
Jet Airways,Delhi,Cochin,23,4,2.0,No Info,16704,May,Thursday,1040
Jet Airways,Banglore,New Delhi,5,10,1.0,In-flight meal not included,9134,March,Friday,300
Jet Airways,Kolkata,Banglore,20,4,1.0,In-flight meal not included,8586,May,Wednesday,520
Jet Airways,Banglore,Delhi,7,10,0.0,In-flight meal not included,7229,June,Saturday,180
Jet Airways,Banglore,Delhi,7,10,0.0,In-flight meal not included,6144,April,Sunday,180
Air India,Banglore,Delhi,10,12,0.0,No Info,6961,May,Saturday,165
Jet Airways,Kolkata,Banglore,16,4,1.0,In-flight meal not included,10844,May,Thursday,730
IndiGo,Chennai,Kolkata,19,21,0.0,No Info,3597,May,Tuesday,140
SpiceJet,Banglore,New Delhi,10,18,1.0,No Info,7139,March,Thursday,475
Air India,Mumbai,Hyderabad,9,15,2.0,No Info,8450,March,Wednesday,1055
Jet Airways,Delhi,Cochin,9,12,2.0,In-flight meal not included,10368,June,Saturday,895
Air India,Delhi,Cochin,20,9,1.0,No Info,5117,April,Saturday,765
Multiple carriers,Delhi,Cochin,11,19,1.0,No Info,9211,May,Saturday,455
SpiceJet,Kolkata,Banglore,17,19,0.0,No Info,4174,April,Monday,150
Multiple carriers,Delhi,Cochin,7,19,1.0,No Info,10786,May,Monday,705
Jet Airways,Banglore,New Delhi,8,7,1.0,In-flight meal not included,9134,March,Friday,700
Jet Airways,Delhi,Cochin,14,4,2.0,No Info,13376,June,Saturday,110
Air India,Banglore,New Delhi,22,10,1.0,No Info,6955,March,Thursday,770
Jet Airways,Kolkata,Banglore,8,18,1.0,In-flight meal not included,10844,May,Thursday,590
Air Asia,Kolkata,Banglore,19,22,0.0,No Info,3807,April,Monday,150
Jet Airways,Kolkata,Banglore,14,12,1.0,In-flight meal not included,9663,May,Wednesday,595
Jet Airways,Delhi,Cochin,2,4,1.0,In-flight meal not included,12373,May,Thursday,850
SpiceJet,Banglore,Delhi,21,0,0.0,No Info,4991,May,Wednesday,175
Air India,Delhi,Cochin,23,19,1.0,No Info,6745,March,Thursday,495
Jet Airways,Delhi,Cochin,22,19,1.0,In-flight meal not included,10262,June,Saturday,490
Jet Airways,Delhi,Cochin,17,4,1.0,In-flight meal not included,6540,March,Wednesday,655
SpiceJet,Kolkata,Banglore,17,19,0.0,No Info,3873,April,Saturday,150
Jet Airways,Delhi,Cochin,21,19,1.0,No Info,15554,May,Thursday,550
IndiGo,Kolkata,Banglore,20,22,0.0,No Info,4804,May,Monday,155
Jet Airways,Delhi,Cochin,23,19,1.0,In-flight meal not included,7438,March,Wednesday,520
Air Asia,Banglore,Delhi,4,7,0.0,No Info,6181,May,Friday,170
Multiple carriers,Delhi,Cochin,19,1,1.0,No Info,9424,May,Wednesday,390
Air India,Banglore,New Delhi,17,23,2.0,No Info,12725,March,Tuesday,1080
Air India,Banglore,New Delhi,8,21,1.0,No Info,6046,March,Friday,70
SpiceJet,Banglore,Delhi,21,0,0.0,No Info,3971,June,Saturday,175
Jet Airways,Kolkata,Banglore,20,14,1.0,No Info,12692,June,Thursday,360
IndiGo,Delhi,Cochin,14,22,1.0,No Info,7451,March,Wednesday,480
Jet Airways,Banglore,New Delhi,22,7,1.0,No Info,13817,March,Tuesday,525
Jet Airways,Kolkata,Banglore,9,22,1.0,In-flight meal not included,10703,May,Monday,750
Jet Airways,Banglore,New Delhi,21,10,1.0,No Info,13817,March,Tuesday,80
Jet Airways,Banglore,New Delhi,22,5,1.0,No Info,8450,March,Friday,370
Jet Airways,Kolkata,Banglore,21,4,1.0,No Info,13941,May,Saturday,450
Air India,Banglore,New Delhi,17,12,1.0,No Info,10246,March,Friday,435
IndiGo,Kolkata,Banglore,17,19,0.0,No Info,4804,May,Monday,155
